StockCode,total_revenue,total_quantity_sold,Average Selling Price,revenue_generated_category,quantity_sold_category,average_selling_price_category,revenue_from_high_value_customers,quantitysold_to_high_value_customer
23290,1151.15,967,1.1904343329886247,High Revenue,High Quantity,Low 20-40% Range,817.45,677.0
23291,806.14,612,1.3172222222222223,Medium Revenue,Medium Quantity,Medium 40-60% Range,633.64,474.0
23292,1020.77,801,1.2743695380774032,Medium Revenue,High Quantity,Low 20-40% Range,847.02,662.0
23293,3717.52,4656,0.7984364261168385,High Revenue,High Quantity,Very Low 0-20% Range,2405.2599999999998,3058.0
23294,1839.29,2273,0.8091904971403432,High Revenue,High Quantity,Very Low 0-20% Range,1156.1999999999998,1450.0
23295,2618.48,3264,0.8022303921568628,High Revenue,High Quantity,Very Low 0-20% Range,1734.5,2182.0
23296,3493.44,2952,1.1834146341463414,High Revenue,High Quantity,Low 20-40% Range,2568.44,2212.0
23297,3120.95,1971,1.5834348046676814,High Revenue,High Quantity,Medium 40-60% Range,2317.3999999999996,1484.0
23298,30793.950000000004,6585,4.676378132118452,High Revenue,High Quantity,Very High 80-100% Range,23424.600000000002,5072.0
23299,2382.67,643,3.705552099533437,High Revenue,Medium Quantity,High 60-80% Range,1741.42,472.0
23300,9765.39,6183,1.5793934983017952,High Revenue,High Quantity,Medium 40-60% Range,7577.19,4851.0
23301,12176.679999999998,7548,1.6132326444091147,High Revenue,High Quantity,Medium 40-60% Range,8747.23,5423.0
23302,1817.3899999999999,1349,1.3472127501853224,High Revenue,High Quantity,Medium 40-60% Range,1414.1399999999999,1102.0
23303,83.85,43,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,79.94999999999999,41.0
23304,95.55,49,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,79.94999999999999,41.0
23305,117.0,60,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,105.3,54.0
23306,2333.29,1627,1.4341057160417947,High Revenue,High Quantity,Medium 40-60% Range,1486.49,1043.0
23307,4166.89,8091,0.5150030898529231,High Revenue,High Quantity,Very Low 0-20% Range,3028.59,5993.0
23308,2058.56,4020,0.5120796019900498,High Revenue,High Quantity,Very Low 0-20% Range,1649.91,3277.0
23309,3149.6,6560,0.4801219512195122,High Revenue,High Quantity,Very Low 0-20% Range,2663.4,5676.0
23310,3970.35,9587,0.4141389381454052,High Revenue,High Quantity,Very Low 0-20% Range,2161.5899999999997,5229.0
23311,5059.349999999999,2001,2.5284107946026984,High Revenue,High Quantity,High 60-80% Range,2815.35,1121.0
23312,4919.75,1209,4.069272125723739,High Revenue,High Quantity,High 60-80% Range,3541.9500000000003,877.0
23313,12460.57,2639,4.72170140204623,High Revenue,High Quantity,Very High 80-100% Range,9040.52,1940.0
23314,3137.02,254,12.350472440944882,High Revenue,Medium Quantity,Very High 80-100% Range,2112.02,172.0
23315,1324.3999999999999,136,9.738235294117645,High Revenue,Medium Quantity,Very High 80-100% Range,896.55,93.0
23316,1698.25,179,9.487430167597765,High Revenue,Medium Quantity,Very High 80-100% Range,1240.55,133.0
23317,1219.6,128,9.528125,High Revenue,Medium Quantity,Very High 80-100% Range,901.1999999999999,96.0
23318,7038.990000000001,3065,2.296570962479609,High Revenue,High Quantity,High 60-80% Range,4879.92,2190.0
23319,6956.13,3009,2.311774675972084,High Revenue,High Quantity,High 60-80% Range,4806.780000000001,2130.0
23320,5937.39,2259,2.6283266932270917,High Revenue,High Quantity,High 60-80% Range,3373.98,1298.0
23321,6600.179999999999,4142,1.593476581361661,High Revenue,High Quantity,Medium 40-60% Range,3831.0399999999995,2440.0
23322,7787.700000000001,2768,2.813475433526012,High Revenue,High Quantity,High 60-80% Range,4140.6,1510.0
23323,2874.9,1384,2.0772398843930637,High Revenue,High Quantity,Medium 40-60% Range,1205.4,589.0
23324,670.5600000000001,333,2.013693693693694,Medium Revenue,Medium Quantity,Medium 40-60% Range,502.08000000000004,252.0
23325,552.5999999999999,348,1.5879310344827584,Medium Revenue,Medium Quantity,Medium 40-60% Range,377.69999999999993,242.0
23326,1441.5,2410,0.5981327800829875,High Revenue,High Quantity,Very Low 0-20% Range,1057.2,1800.0
23327,921.3000000000001,1566,0.5883141762452108,Medium Revenue,High Quantity,Very Low 0-20% Range,569.37,983.0
23328,5967.39,1621,3.681301665638495,High Revenue,High Quantity,High 60-80% Range,3315.9,938.0
23329,2743.4999999999995,1670,1.6428143712574848,High Revenue,High Quantity,Medium 40-60% Range,1337.6999999999998,818.0
23330,2116.19,1699,1.2455503237198353,High Revenue,High Quantity,Low 20-40% Range,1026.19,827.0
23331,931.0200000000001,1490,0.6248456375838927,Medium Revenue,High Quantity,Very Low 0-20% Range,530.97,855.0
23332,3108.8999999999996,1890,1.6449206349206347,High Revenue,High Quantity,Medium 40-60% Range,1275.7499999999998,779.0
23333,2402.4,1932,1.2434782608695654,High Revenue,High Quantity,Low 20-40% Range,1249.9,1010.0
23334,1309.5900000000001,2097,0.6245064377682404,High Revenue,High Quantity,Very Low 0-20% Range,906.3900000000001,1457.0
23335,683.0400000000001,339,2.0148672566371686,Medium Revenue,Medium Quantity,Medium 40-60% Range,431.36,218.0
23336,378.53000000000003,181,2.091325966850829,Medium Revenue,Medium Quantity,Medium 40-60% Range,203.81,97.0
23337,314.08,151,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,199.68,96.0
23338,801.6,396,2.0242424242424244,Medium Revenue,Medium Quantity,Medium 40-60% Range,633.12,315.0
23339,295.36,142,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,149.76,72.0
23340,3491.85,2189,1.5951804476930105,High Revenue,High Quantity,Medium 40-60% Range,2503.5,1590.0
23341,1611.6,192,8.393749999999999,High Revenue,Medium Quantity,Very High 80-100% Range,756.5,89.0
23342,2327.3,275,8.462909090909092,High Revenue,Medium Quantity,Very High 80-100% Range,1479.0,174.0
23343,9007.62,4524,1.9910742705570295,High Revenue,High Quantity,Medium 40-60% Range,6357.34,3208.0
23344,16001.880000000001,8086,1.9789611674499135,High Revenue,High Quantity,Medium 40-60% Range,11152.800000000001,5685.0
23345,826.25,661,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,602.5,482.0
23346,1002.5,802,1.25,Medium Revenue,High Quantity,Low 20-40% Range,583.75,467.0
23347,493.75,395,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,401.25,321.0
23348,1159.32,578,2.005743944636678,High Revenue,Medium Quantity,Medium 40-60% Range,709.16,356.0
23349,3095.39,2563,1.2077214202106905,High Revenue,High Quantity,Low 20-40% Range,1871.8799999999999,1560.0
23350,2915.65,2393,1.2184078562473883,High Revenue,High Quantity,Low 20-40% Range,1584.6399999999999,1304.0
23351,3351.52,2780,1.2055827338129497,High Revenue,High Quantity,Low 20-40% Range,2035.27,1727.0
23352,1842.26,1498,1.2298130841121495,High Revenue,High Quantity,Low 20-40% Range,984.76,812.0
23353,2498.2999999999997,3010,0.83,High Revenue,High Quantity,Low 20-40% Range,1350.4099999999999,1627.0
23354,2430.5499999999997,2957,0.8219648292188028,High Revenue,High Quantity,Low 20-40% Range,1285.1499999999999,1577.0
23355,23454.9,5134,4.568543046357616,High Revenue,High Quantity,Very High 80-100% Range,15660.900000000001,3478.0
23356,12330.400000000001,2212,5.574321880650995,High Revenue,High Quantity,Very High 80-100% Range,8844.5,1610.0
23357,1585.5500000000002,379,4.183509234828496,High Revenue,Medium Quantity,High 60-80% Range,1071.8000000000002,256.0
23358,1307.4,390,3.3523076923076927,High Revenue,Medium Quantity,High 60-80% Range,974.9,294.0
23359,1736.1,918,1.8911764705882352,High Revenue,High Quantity,Medium 40-60% Range,1213.5,650.0
23360,1628.1,846,1.924468085106383,High Revenue,High Quantity,Medium 40-60% Range,1109.3999999999999,580.0
23365,905.6500000000001,1397,0.6482820329277023,Medium Revenue,High Quantity,Very Low 0-20% Range,262.8,408.0
23366,1064.65,1697,0.6273718326458456,Medium Revenue,High Quantity,Very Low 0-20% Range,426.40000000000003,656.0
23367,1315.8000000000002,2028,0.6488165680473373,High Revenue,High Quantity,Very Low 0-20% Range,700.9000000000001,1082.0
23368,927.75,1431,0.6483228511530398,Medium Revenue,High Quantity,Very Low 0-20% Range,424.0,656.0
23369,689.4300000000001,571,1.2074080560420317,Medium Revenue,Medium Quantity,Low 20-40% Range,388.18,330.0
23370,1270.68,1036,1.2265250965250967,High Revenue,High Quantity,Low 20-40% Range,859.4300000000001,707.0
23371,1153.18,942,1.2241825902335457,High Revenue,High Quantity,Low 20-40% Range,610.0,488.0
23372,873.1800000000001,718,1.2161281337047354,Medium Revenue,Medium Quantity,Low 20-40% Range,422.5,338.0
23373,1176.06,1483,0.7930276466621713,High Revenue,High Quantity,Very Low 0-20% Range,803.78,1029.0
23374,1648.06,2083,0.791195391262602,High Revenue,High Quantity,Very Low 0-20% Range,1204.44,1542.0
23375,1002.54,1247,0.8039615076182839,Medium Revenue,High Quantity,Very Low 0-20% Range,633.54,797.0
23376,949.05,2511,0.3779569892473118,Medium Revenue,High Quantity,Very Low 0-20% Range,577.38,1558.0
23377,384.92999999999995,987,0.38999999999999996,Medium Revenue,High Quantity,Very Low 0-20% Range,197.73,507.0
23378,1165.29,3143,0.37075723830734963,High Revenue,High Quantity,Very Low 0-20% Range,771.78,2134.0
23379,233.60999999999999,599,0.38999999999999996,Medium Revenue,Medium Quantity,Very Low 0-20% Range,108.41999999999999,278.0
23380,685.02,1834,0.3735114503816794,Medium Revenue,High Quantity,Very Low 0-20% Range,436.2,1196.0
23381,512.25,1391,0.3682602444284687,Medium Revenue,High Quantity,Very Low 0-20% Range,346.5,966.0
23382,4872.21,1339,3.6386930545182974,High Revenue,High Quantity,High 60-80% Range,3761.58,1034.0
23388,867.35,209,4.15,Medium Revenue,Medium Quantity,High 60-80% Range,518.75,125.0
23389,1855.0500000000002,447,4.15,High Revenue,Medium Quantity,High 60-80% Range,1282.3500000000001,309.0
23390,1149.5500000000002,277,4.15,High Revenue,Medium Quantity,High 60-80% Range,817.5500000000001,197.0
23391,751.1500000000001,181,4.15,Medium Revenue,Medium Quantity,High 60-80% Range,394.25000000000006,95.0
23392,355.68,171,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,139.36,67.0
23393,2688.75,717,3.75,High Revenue,Medium Quantity,High 60-80% Range,1263.75,337.0
23394,1451.25,387,3.75,High Revenue,Medium Quantity,High 60-80% Range,720.0,192.0
23395,2236.98,598,3.7407692307692306,High Revenue,Medium Quantity,High 60-80% Range,1104.48,296.0
23396,2000.73,535,3.7396822429906544,High Revenue,Medium Quantity,High 60-80% Range,965.73,259.0
23397,3595.7,382,9.41282722513089,High Revenue,Medium Quantity,Very High 80-100% Range,1913.1,210.0
23398,427.83,507,0.8438461538461538,Medium Revenue,Medium Quantity,Low 20-40% Range,213.63,255.0
23399,1495.4299999999998,1763,0.8482302892796368,High Revenue,High Quantity,Low 20-40% Range,890.2299999999999,1051.0
23400,2184.86,438,4.988264840182649,High Revenue,Medium Quantity,Very High 80-100% Range,1759.86,370.0
23401,2093.01,433,4.833741339491917,High Revenue,Medium Quantity,Very High 80-100% Range,1693.0100000000002,369.0
23402,941.6700000000001,257,3.6640856031128406,Medium Revenue,Medium Quantity,High 60-80% Range,622.9200000000001,172.0
23403,1894.06,572,3.3112937062937062,High Revenue,Medium Quantity,High 60-80% Range,1489.06,464.0
23404,3870.98,921,4.2030184581976116,High Revenue,High Quantity,High 60-80% Range,2569.13,658.0
23405,1098.3500000000001,229,4.796288209606987,Medium Revenue,Medium Quantity,Very High 80-100% Range,573.6500000000001,123.0
23406,2067.29,421,4.910427553444181,High Revenue,Medium Quantity,Very High 80-100% Range,1704.7900000000002,363.0
23407,2227.72,228,9.770701754385964,High Revenue,Medium Quantity,Very High 80-100% Range,1143.1699999999998,119.0
23408,594.88,286,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,353.6,170.0
23409,704.22,190,3.7064210526315793,Medium Revenue,Medium Quantity,High 60-80% Range,340.47,93.0
23410,273.8,34,8.052941176470588,Medium Revenue,Low Qunatity,Very High 80-100% Range,118.95,15.0
23411,897.7500000000001,193,4.651554404145078,Medium Revenue,Medium Quantity,Very High 80-100% Range,580.95,129.0
23412,2269.14,351,6.464786324786324,High Revenue,Medium Quantity,Very High 80-100% Range,1744.1399999999999,281.0
23413,614.7,130,4.728461538461539,Medium Revenue,Medium Quantity,Very High 80-100% Range,490.95000000000005,105.0
23414,1288.31,133,9.686541353383458,High Revenue,Medium Quantity,Very High 80-100% Range,728.7299999999999,75.0
23415,348.65999999999997,264,1.320681818181818,Medium Revenue,Medium Quantity,Medium 40-60% Range,236.30999999999997,173.0
23416,153.42,122,1.2575409836065572,Low Revenue,Medium Quantity,Low 20-40% Range,123.50999999999998,97.0
23417,133.07999999999998,128,1.0396874999999999,Low Revenue,Medium Quantity,Low 20-40% Range,96.83999999999999,90.0
23418,933.12,462,2.0197402597402596,Medium Revenue,Medium Quantity,Medium 40-60% Range,405.6,195.0
23419,736.32,354,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,376.48,181.0
23420,282.88,136,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,193.44,93.0
23421,245.44,118,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,178.88,86.0
23422,307.84000000000003,148,2.08,Medium Revenue,Medium Quantity,Medium 40-60% Range,166.4,80.0
23423,555.0,148,3.75,Medium Revenue,Medium Quantity,High 60-80% Range,322.5,86.0
23424,1629.15,333,4.892342342342342,High Revenue,Medium Quantity,Very High 80-100% Range,876.75,181.0
23425,360.73,207,1.742657004830918,Medium Revenue,Medium Quantity,Medium 40-60% Range,174.01000000000002,89.0
23426,3036.5,1178,2.5776740237691,High Revenue,High Quantity,High 60-80% Range,2556.76,1012.0
23427,1811.9,151,11.999337748344372,High Revenue,Medium Quantity,Very High 80-100% Range,762.3,63.0
23428,494.3,62,7.97258064516129,Medium Revenue,Low Qunatity,Very High 80-100% Range,363.90000000000003,46.0
23429,293.40000000000003,36,8.15,Medium Revenue,Low Qunatity,Very High 80-100% Range,154.85000000000002,19.0
23430,220.05,27,8.15,Medium Revenue,Low Qunatity,Very High 80-100% Range,105.95,13.0
23431,997.7599999999999,1288,0.7746583850931676,Medium Revenue,High Quantity,Very Low 0-20% Range,700.62,930.0
23432,748.06,914,0.8184463894967177,Medium Revenue,High Quantity,Low 20-40% Range,387.01,479.0
23433,734.2499999999999,891,0.824074074074074,Medium Revenue,High Quantity,Low 20-40% Range,369.04999999999995,451.0
23434,1496.0,1652,0.9055690072639225,High Revenue,High Quantity,Low 20-40% Range,875.5,958.0
23435,543.35,629,0.863831478537361,Medium Revenue,Medium Quantity,Low 20-40% Range,338.27,389.0
23436,2066.85,1761,1.1736797274275979,High Revenue,High Quantity,Low 20-40% Range,1339.55,1159.0
23437,2067.25,1721,1.2011911679256246,High Revenue,High Quantity,Low 20-40% Range,1308.5,1114.0
23438,1981.0,1652,1.1991525423728813,High Revenue,High Quantity,Low 20-40% Range,1386.0,1176.0
23439,7230.6,3546,2.0390862944162436,High Revenue,High Quantity,Medium 40-60% Range,5012.700000000001,2467.0
23440,41.6,20,2.08,Low Revenue,Low Qunatity,Medium 40-60% Range,0.0,0.0
23441,9.24,22,0.42,Low Revenue,Low Qunatity,Very Low 0-20% Range,0.0,0.0
23442,87.36,42,2.08,Low Revenue,Low Qunatity,Medium 40-60% Range,20.8,10.0
23444,1200.0,79,15.189873417721518,High Revenue,Low Qunatity,Very High 80-100% Range,450.0,30.0
23445,1262.0099999999998,1547,0.8157789269553974,High Revenue,High Quantity,Low 20-40% Range,587.64,708.0
23446,21.449999999999996,13,1.6499999999999997,Low Revenue,Low Qunatity,Medium 40-60% Range,1.65,1.0
23447,23.099999999999998,14,1.65,Low Revenue,Low Qunatity,Medium 40-60% Range,1.65,1.0
23448,41.24999999999999,25,1.6499999999999997,Low Revenue,Low Qunatity,Medium 40-60% Range,1.65,1.0
23449,15.0,12,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,15.0,12.0
23451,497.54999999999995,257,1.9359922178988325,Medium Revenue,Medium Quantity,Medium 40-60% Range,390.29999999999995,202.0
23452,949.9499999999999,489,1.9426380368098157,Medium Revenue,Medium Quantity,Medium 40-60% Range,649.65,335.0
23453,565.05,291,1.9417525773195874,Medium Revenue,Medium Quantity,Medium 40-60% Range,436.34999999999997,225.0
23454,568.5500000000001,137,4.15,Medium Revenue,Medium Quantity,High 60-80% Range,253.15,61.0
23455,442.22,158,2.798860759493671,Medium Revenue,Medium Quantity,High 60-80% Range,346.85,125.0
23456,550.0,136,4.044117647058823,Medium Revenue,Medium Quantity,High 60-80% Range,450.40000000000003,112.0
23457,395.55,81,4.883333333333334,Medium Revenue,Low Qunatity,Very High 80-100% Range,276.75,57.0
23458,642.85,43,14.950000000000001,Medium Revenue,Low Qunatity,Very High 80-100% Range,269.09999999999997,18.0
23459,387.5,31,12.5,Medium Revenue,Low Qunatity,Very High 80-100% Range,175.0,14.0
23460,967.28,104,9.30076923076923,Medium Revenue,Low Qunatity,Very High 80-100% Range,619.03,69.0
23461,2916.85,831,3.5100481347773766,High Revenue,High Quantity,High 60-80% Range,2344.15,693.0
23462,1442.25,75,19.23,High Revenue,Low Qunatity,Very High 80-100% Range,963.4499999999999,51.0
23463,99.5,10,9.95,Low Revenue,Low Qunatity,Very High 80-100% Range,19.9,2.0
23464,79.2,16,4.95,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
23465,198.0,24,8.25,Low Revenue,Low Qunatity,Very High 80-100% Range,41.25,5.0
23466,365.25,45,8.116666666666667,Medium Revenue,Low Qunatity,Very High 80-100% Range,150.75,19.0
23467,55.93000000000001,17,3.2900000000000005,Low Revenue,Low Qunatity,High 60-80% Range,19.740000000000002,6.0
23468,123.75,15,8.25,Low Revenue,Low Qunatity,Very High 80-100% Range,57.75,7.0
23469,919.2800000000001,224,4.103928571428572,Medium Revenue,Medium Quantity,High 60-80% Range,442.03000000000003,109.0
23470,1098.11,179,6.134692737430167,Medium Revenue,Medium Quantity,Very High 80-100% Range,535.61,89.0
23471,566.15,61,9.281147540983607,Medium Revenue,Low Qunatity,Very High 80-100% Range,235.14999999999998,25.0
23472,628.4,44,14.281818181818181,Medium Revenue,Low Qunatity,Very High 80-100% Range,269.35,19.0
23473,263.10999999999996,317,0.8299999999999998,Medium Revenue,Medium Quantity,Low 20-40% Range,161.85,195.0
23474,136.11999999999998,164,0.8299999999999998,Low Revenue,Medium Quantity,Low 20-40% Range,83.82999999999998,101.0
23475,131.97,159,0.83,Low Revenue,Medium Quantity,Low 20-40% Range,88.80999999999999,107.0
23476,171.25,137,1.25,Low Revenue,Medium Quantity,Low 20-40% Range,105.0,84.0
23477,75.0,60,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,60.0,48.0
23478,91.25,73,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,90.0,72.0
23479,701.9,94,7.467021276595744,Medium Revenue,Low Qunatity,Very High 80-100% Range,410.15,55.0
